"50 - 54세","중학교",1780,1697,1676,1679,1615,1820,1491,1639,1382,1604,1183,1421,1033,1206,904,1110,763,951,677,790,493,598
"50 - 54세","고등학교",4174,2932,4131,3212,4130,3454,4163,3627,4042,3786,4082,3779,3917,3684,4070,3729,3983,3656,3940,3667,3265,3152
"50 - 54세","대학이상",2049,763,2238,895,2374,1049,2416,980,2493,1208,2679,1357,2473,1332,2534,1336,2561,1490,2724,1610,2360,1440
"50 - 54세","대학(교)",1678,674,1841,767,1984,927,1965,866,2109,1065,2268,1194,2091,1168,2164,1165,2169,1314,2314,1414,2005,1249
"50 - 54세","대학원 이상",371,89,397,128,390,122,451,114,384,143,411,163,382,164,370,171,392,176,410,196,355,191
"50 - 54세","미상",137,135,86,101,128,123,128,121,197,193,204,204,330,342,443,400,556,497,718,631,772,719
"55 - 59세","총계",4906,2647,5098,3092,5537,3395,5357,3570,5812,4012,5919,4424,6084,4498,6178,4562,6457,4793,6470,4806,5310,4277
"55 - 59세","무학",42,65,62,58,61,63,51,41,42,46,41,59,45,51,36,53,37,60,30,35,36,47
"55 - 59세","초등학교",634,566,588,576,663,594,579,593,536,605,534,607,493,578,491,494,387,471,352,393,287,341
"55 - 59세","중고등학교",3111,1679,3250,2074,3529,2307,3352,2451,3616,2778,3630,3029,3715,3070,3565,3009,3682,3145,3666,3072,2818,2548
"55 - 59세","중학교",1084,773,1102,867,1193,909,1086,953,1135,1049,1083,1113,1090,1071,996,993,956,953,891,954,643,733
"55 - 59세","고등학교",2027,906,2148,1207,2336,1398,2266,1498,2481,1729,2547,1916,2625,1999,2569,2016,2726,2192,2775,2118,2175,1815
"55 - 59세","대학이상",1016,276,1132,329,1215,372,1298,422,1456,440,1549,588,1551,547,1690,667,1819,688,1807,773,1555,736
"55 - 59세","대학(교)",809,240,919,284,964,322,1011,375,1178,384,1239,506,1261,478,1390,592,1537,606,1521,690,1312,639
"55 - 59세","대학원 이상",207,36,213,45,251,50,287,47,278,56,310,82,290,69,300,75,282,82,286,83,243,97
"55 - 59세","미상",103,61,66,55,69,59,77,63,162,143,165,141,280,252,396,339,532,429,615,533,614,605
"60 - 64세","총계",2643,1091,2634,1215,2629,1345,2492,1298,2648,1449,2956,1754,2974,1790,3191,1960,3245,2141,3714,2317,3346,2311
