"인천광역시","59세",36,18,49,25,49,28,49,28,75,38,62,44,65,44,64,60,55,48,87,58,66,66
"인천광역시","60세",46,23,38,26,45,22,36,22,47,21,57,31,50,39,72,35,62,44,60,49,60,48
"인천광역시","61세",28,15,25,14,28,17,37,20,33,18,39,33,44,20,49,35,72,43,63,50,62,32
"인천광역시","62세",28,13,31,15,35,19,24,16,23,17,22,26,30,26,33,29,46,35,47,28,44,34
"인천광역시","63세",30,13,35,14,26,20,30,8,14,14,27,13,28,22,19,21,38,21,41,18,37,28
"인천광역시","64세",19,7,30,10,19,8,22,11,23,14,28,11,27,14,25,14,24,19,34,17,34,21
"인천광역시","65세",9,11,20,8,23,6,24,10,29,10,24,14,21,12,24,11,18,18,20,14,28,19
"인천광역시","66세",11,6,16,6,13,10,26,10,23,8,19,9,21,12,18,6,27,5,28,13,18,13
"인천광역시","67세",16,10,15,7,14,3,14,6,15,8,15,11,12,12,24,7,14,12,14,10,16,7
"인천광역시","68세",12,3,9,5,16,8,12,8,11,6,11,6,18,7,17,7,12,5,11,8,17,12
"인천광역시","69세",9,6,11,9,11,11,6,5,12,3,14,8,20,4,15,4,17,13,14,10,13,8
"인천광역시","70세",8,4,10,4,8,5,13,2,12,3,10,4,5,3,10,5,18,4,9,7,13,10
"인천광역시","71세",8,2,7,3,6,5,4,4,12,7,6,2,10,3,9,6,13,9,18,6,10,7
"인천광역시","72세",3,1,6,1,7,4,10,1,11,5,11,6,11,4,9,8,8,6,3,3,15,3
"인천광역시","73세",6,3,5,2,4,4,5,1,4,1,7,4,3,1,4,2,10,2,7,5,10,9
"인천광역시","74세",7,3,5,1,5,4,9,2,2,3,7,1,9,2,2,2,4,2,9,7,10,7
"인천광역시","75세",4,2,2,1,2,4,5,2,5,4,6,2,6,3,4,5,7,2,8,2,3,1
"인천광역시","76세이상",15,2,17,2,27,5,20,2,14,3,32,5,22,6,27,17,24,11,39,14,46,12
"인천광역시","미상",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
